,slice_file_name,fold,class_name
46,100852-0-0-30.wav,5,air_conditioner
47,100852-0-0-4.wav,5,air_conditioner
48,100852-0-0-5.wav,5,air_conditioner
49,100852-0-0-6.wav,5,air_conditioner
50,100852-0-0-7.wav,5,air_conditioner
51,100852-0-0-8.wav,5,air_conditioner
52,100852-0-0-9.wav,5,air_conditioner
53,101281-3-0-0.wav,6,dog_bark
54,101281-3-0-14.wav,6,dog_bark
55,101281-3-0-5.wav,6,dog_bark
56,101382-2-0-10.wav,10,children_playing
57,101382-2-0-12.wav,10,children_playing
58,101382-2-0-20.wav,10,children_playing
59,101382-2-0-21.wav,10,children_playing
60,101382-2-0-29.wav,10,children_playing
61,101382-2-0-33.wav,10,children_playing
62,101382-2-0-42.wav,10,children_playing
63,101382-2-0-45.wav,10,children_playing
64,101415-3-0-2.wav,1,dog_bark
65,101415-3-0-3.wav,1,dog_bark
66,101415-3-0-8.wav,1,dog_bark
67,101729-0-0-1.wav,9,air_conditioner
68,101729-0-0-11.wav,9,air_conditioner
69,101729-0-0-12.wav,9,air_conditioner
70,101729-0-0-13.wav,9,air_conditioner
71,101729-0-0-14.wav,9,air_conditioner
72,101729-0-0-16.wav,9,air_conditioner
73,101729-0-0-17.wav,9,air_conditioner
74,101729-0-0-18.wav,9,air_conditioner
75,101729-0-0-19.wav,9,air_conditioner
76,101729-0-0-21.wav,9,air_conditioner
77,101729-0-0-22.wav,9,air_conditioner
78,101729-0-0-23.wav,9,air_conditioner
79,101729-0-0-24.wav,9,air_conditioner
80,101729-0-0-26.wav,9,air_conditioner
81,101729-0-0-28.wav,9,air_conditioner
82,101729-0-0-29.wav,9,air_conditioner
83,101729-0-0-3.wav,9,air_conditioner
84,101729-0-0-32.wav,9,air_conditioner
85,101729-0-0-33.wav,9,air_conditioner
86,101729-0-0-36.wav,9,air_conditioner
87,101729-0-0-37.wav,9,air_conditioner
88,101729-0-0-38.wav,9,air_conditioner
89,101729-0-0-39.wav,9,air_conditioner
90,101729-0-0-4.wav,9,air_conditioner
91,101729-0-0-40.wav,9,air_conditioner
92,101729-0-0-6.wav,9,air_conditioner
93,101729-0-0-9.wav,9,air_conditioner
94,101848-9-0-0.wav,7,street_music
95,101848-9-0-1.wav,7,street_music
96,101848-9-0-2.wav,7,street_music
97,101848-9-0-3.wav,7,street_music
98,101848-9-0-8.wav,7,street_music
99,101848-9-0-9.wav,7,street_music
100,102102-3-0-0.wav,4,dog_bark
101,102103-3-0-0.wav,10,dog_bark
102,102103-3-1-0.wav,10,dog_bark
103,102104-3-0-0.wav,2,dog_bark
104,102105-3-0-0.wav,3,dog_bark
105,102106-3-0-0.wav,1,dog_bark
106,102305-6-0-0.wav,1,gun_shot
107,102547-3-0-2.wav,5,dog_bark
108,102547-3-0-7.wav,5,dog_bark
109,102547-3-0-8.wav,5,dog_bark
110,102842-3-0-1.wav,1,dog_bark
111,102842-3-1-0.wav,1,dog_bark
112,102842-3-1-5.wav,1,dog_bark
113,102842-3-1-6.wav,1,dog_bark
114,102853-8-0-0.wav,7,siren
115,102853-8-0-1.wav,7,siren
116,102853-8-0-2.wav,7,siren
117,102853-8-0-3.wav,7,siren
118,102853-8-0-4.wav,7,siren
119,102853-8-0-5.wav,7,siren
120,102853-8-0-6.wav,7,siren
121,102853-8-1-0.wav,7,siren
122,102857-5-0-0.wav,10,engine_idling
123,102857-5-0-1.wav,10,engine_idling
124,102857-5-0-10.wav,10,engine_idling
125,102857-5-0-11.wav,10,engine_idling
126,102857-5-0-12.wav,10,engine_idling
127,102857-5-0-13.wav,10,engine_idling
128,102857-5-0-14.wav,10,engine_idling
129,102857-5-0-15.wav,10,engine_idling
130,102857-5-0-16.wav,10,engine_idling
131,102857-5-0-17.wav,10,engine_idling
132,102857-5-0-18.wav,10,engine_idling
133,102857-5-0-19.wav,10,engine_idling
134,102857-5-0-2.wav,10,engine_idling
135,102857-5-0-20.wav,10,engine_idling
136,102857-5-0-21.wav,10,engine_idling
137,102857-5-0-22.wav,10,engine_idling
138,102857-5-0-23.wav,10,engine_idling
139,102857-5-0-24.wav,10,engine_idling
140,102857-5-0-25.wav,10,engine_idling
141,102857-5-0-26.wav,10,engine_idling
142,102857-5-0-27.wav,10,engine_idling
143,102857-5-0-28.wav,10,engine_idling
144,102857-5-0-29.wav,10,engine_idling
145,102857-5-0-3.wav,10,engine_idling
146,102857-5-0-30.wav,10,engine_idling
147,102857-5-0-4.wav,10,engine_idling
148,102857-5-0-5.wav,10,engine_idling
149,102857-5-0-6.wav,10,engine_idling
150,102857-5-0-7.wav,10,engine_idling
151,102857-5-0-8.wav,10,engine_idling
152,102857-5-0-9.wav,10,engine_idling
153,102858-5-0-0.wav,2,engine_idling
154,102858-5-0-1.wav,2,engine_idling
155,102871-8-0-0.wav,2,siren
156,102871-8-0-1.wav,2,siren
157,102871-8-0-10.wav,2,siren
158,102871-8-0-11.wav,2,siren
159,102871-8-0-12.wav,2,siren
160,102871-8-0-13.wav,2,siren
161,102871-8-0-14.wav,2,siren
162,102871-8-0-15.wav,2,siren
163,102871-8-0-2.wav,2,siren
164,102871-8-0-3.wav,2,siren
165,102871-8-0-4.wav,2,siren
166,102871-8-0-5.wav,2,siren
167,102871-8-0-6.wav,2,siren
168,102871-8-0-7.wav,2,siren
169,102871-8-0-8.wav,2,siren
170,102871-8-0-9.wav,2,siren
171,103074-7-0-0.wav,1,jackhammer
172,103074-7-0-1.wav,1,jackhammer
173,103074-7-0-2.wav,1,jackhammer
174,103074-7-1-0.wav,1,jackhammer
175,103074-7-1-1.wav,1,jackhammer
176,103074-7-1-2.wav,1,jackhammer
177,103074-7-1-3.wav,1,jackhammer
178,103074-7-1-4.wav,1,jackhammer
179,103074-7-1-5.wav,1,jackhammer
180,103074-7-1-6.wav,1,jackhammer
181,103074-7-2-0.wav,1,jackhammer
182,103074-7-3-0.wav,1,jackhammer
183,103074-7-3-1.wav,1,jackhammer
184,103074-7-3-2.wav,1,jackhammer
185,103074-7-3-3.wav,1,jackhammer
186,103074-7-4-0.wav,1,jackhammer
187,103074-7-4-1.wav,1,jackhammer
188,103074-7-4-2.wav,1,jackhammer
189,103074-7-4-3.wav,1,jackhammer
190,103074-7-4-4.wav,1,jackhammer
191,103074-7-4-5.wav,1,jackhammer
192,103074-7-4-6.wav,1,jackhammer
193,103076-3-0-0.wav,8,dog_bark
194,103076-3-1-0.wav,8,dog_bark
195,103076-3-2-0.wav,8,dog_bark
196,103199-4-0-0.wav,3,drilling
197,103199-4-0-3.wav,3,drilling
198,103199-4-0-4.wav,3,drilling
199,103199-4-0-5.wav,3,drilling
200,103199-4-0-6.wav,3,drilling
201,103199-4-1-0.wav,3,drilling
202,103199-4-2-0.wav,3,drilling
203,103199-4-2-1.wav,3,drilling
204,103199-4-2-10.wav,3,drilling
205,103199-4-2-11.wav,3,drilling
206,103199-4-2-2.wav,3,drilling
207,103199-4-2-3.wav,3,drilling
208,103199-4-2-4.wav,3,drilling
209,103199-4-2-5.wav,3,drilling
210,103199-4-2-6.wav,3,drilling
211,103199-4-2-7.wav,3,drilling
212,103199-4-2-8.wav,3,drilling
213,103199-4-2-9.wav,3,drilling
214,103199-4-4-0.wav,3,drilling
215,103199-4-6-0.wav,3,drilling
216,103199-4-7-2.wav,3,drilling
217,103249-5-0-0.wav,9,engine_idling
218,103249-5-0-1.wav,9,engine_idling
219,103249-5-0-10.wav,9,engine_idling
220,103249-5-0-11.wav,9,engine_idling
221,103249-5-0-12.wav,9,engine_idling
222,103249-5-0-13.wav,9,engine_idling
223,103249-5-0-14.wav,9,engine_idling
224,103249-5-0-15.wav,9,engine_idling
225,103249-5-0-16.wav,9,engine_idling
226,103249-5-0-17.wav,9,engine_idling
227,103249-5-0-18.wav,9,engine_idling
228,103249-5-0-19.wav,9,engine_idling
229,103249-5-0-2.wav,9,engine_idling
230,103249-5-0-3.wav,9,engine_idling
231,103249-5-0-4.wav,9,engine_idling
232,103249-5-0-5.wav,9,engine_idling
233,103249-5-0-6.wav,9,engine_idling
234,103249-5-0-7.wav,9,engine_idling
235,103249-5-0-8.wav,9,engine_idling
236,103249-5-0-9.wav,9,engine_idling
237,103258-5-0-0.wav,1,engine_idling
238,103258-5-0-1.wav,1,engine_idling
239,103258-5-0-10.wav,1,engine_idling
240,103258-5-0-11.wav,1,engine_idling
241,103258-5-0-12.wav,1,engine_idling
242,103258-5-0-13.wav,1,engine_idling
243,103258-5-0-14.wav,1,engine_idling
244,103258-5-0-15.wav,1,engine_idling
245,103258-5-0-16.wav,1,engine_idling
246,103258-5-0-17.wav,1,engine_idling
247,103258-5-0-18.wav,1,engine_idling
248,103258-5-0-19.wav,1,engine_idling
249,103258-5-0-2.wav,1,engine_idling
250,103258-5-0-3.wav,1,engine_idling
251,103258-5-0-4.wav,1,engine_idling
252,103258-5-0-5.wav,1,engine_idling
253,103258-5-0-6.wav,1,engine_idling
254,103258-5-0-7.wav,1,engine_idling
255,103258-5-0-8.wav,1,engine_idling
256,103258-5-0-9.wav,1,engine_idling
257,103357-4-0-0.wav,3,drilling
258,103357-4-0-1.wav,3,drilling
259,103438-5-0-0.wav,10,engine_idling
260,103438-5-0-1.wav,10,engine_idling
261,103438-5-0-2.wav,10,engine_idling
262,104327-2-0-15.wav,6,children_playing
263,104327-2-0-19.wav,6,children_playing
264,104327-2-0-26.wav,6,children_playing
265,104327-2-0-28.wav,6,children_playing
266,104327-2-0-3.wav,6,children_playing
267,104327-2-0-30.wav,6,children_playing
268,104327-2-0-34.wav,6,children_playing
269,104327-2-0-4.wav,6,children_playing
270,104421-2-0-1.wav,5,children_playing
271,104421-2-0-15.wav,5,children_playing
272,104421-2-0-20.wav,5,children_playing
273,104421-2-0-29.wav,5,children_playing
274,104421-2-0-3.wav,5,children_playing
275,104421-2-0-5.wav,5,children_playing
276,104421-2-0-7.wav,5,children_playing
277,104421-2-1-3.wav,5,children_playing
278,104625-4-0-15.wav,7,drilling
279,104625-4-0-21.wav,7,drilling
280,104625-4-0-27.wav,7,drilling
281,104625-4-0-29.wav,7,drilling
282,104625-4-0-3.wav,7,drilling
283,104625-4-0-35.wav,7,drilling
284,104625-4-0-40.wav,7,drilling
285,104625-4-0-41.wav,7,drilling
286,104625-4-0-45.wav,7,drilling
287,104625-4-0-48.wav,7,drilling
288,104625-4-0-51.wav,7,drilling
289,104625-4-0-52.wav,7,drilling
290,104625-4-0-53.wav,7,drilling
291,104625-4-0-55.wav,7,drilling
292,104625-4-0-57.wav,7,drilling
293,104625-4-0-66.wav,7,drilling
294,104625-4-1-20.wav,7,drilling
295,104625-4-1-8.wav,7,drilling
296,104817-4-0-0.wav,2,drilling
297,104817-4-0-1.wav,2,drilling
298,104817-4-0-10.wav,2,drilling
299,104817-4-0-11.wav,2,drilling
300,104817-4-0-2.wav,2,drilling
301,104817-4-0-3.wav,2,drilling
302,104817-4-0-4.wav,2,drilling
303,104817-4-0-5.wav,2,drilling
304,104817-4-0-6.wav,2,drilling
305,104817-4-0-7.wav,2,drilling
306,104817-4-0-8.wav,2,drilling
307,104817-4-0-9.wav,2,drilling
308,104998-7-0-5.wav,5,jackhammer
309,104998-7-10-1.wav,5,jackhammer
310,104998-7-10-10.wav,5,jackhammer
311,104998-7-10-13.wav,5,jackhammer
312,104998-7-10-15.wav,5,jackhammer
313,104998-7-10-8.wav,5,jackhammer
314,104998-7-10-9.wav,5,jackhammer
315,104998-7-11-0.wav,5,jackhammer
316,104998-7-11-2.wav,5,jackhammer
317,104998-7-12-2.wav,5,jackhammer
318,104998-7-14-1.wav,5,jackhammer
319,104998-7-14-5.wav,5,jackhammer
320,104998-7-14-6.wav,5,jackhammer
321,104998-7-15-1.wav,5,jackhammer
322,104998-7-15-3.wav,5,jackhammer
323,104998-7-15-5.wav,5,jackhammer
324,104998-7-15-9.wav,5,jackhammer
325,104998-7-16-0.wav,5,jackhammer
326,104998-7-16-10.wav,5,jackhammer
327,104998-7-16-11.wav,5,jackhammer
328,104998-7-16-5.wav,5,jackhammer
329,104998-7-16-6.wav,5,jackhammer
330,104998-7-16-7.wav,5,jackhammer
331,104998-7-17-0.wav,5,jackhammer
332,104998-7-17-1.wav,5,jackhammer
333,104998-7-17-12.wav,5,jackhammer
334,104998-7-17-14.wav,5,jackhammer
335,104998-7-17-4.wav,5,jackhammer
336,104998-7-17-7.wav,5,jackhammer
337,104998-7-17-8.wav,5,jackhammer
338,104998-7-18-12.wav,5,jackhammer
339,104998-7-18-13.wav,5,jackhammer
340,104998-7-18-3.wav,5,jackhammer
341,104998-7-18-9.wav,5,jackhammer
342,104998-7-19-0.wav,5,jackhammer
343,104998-7-19-3.wav,5,jackhammer
344,104998-7-19-6.wav,5,jackhammer
345,104998-7-19-7.wav,5,jackhammer
346,104998-7-19-8.wav,5,jackhammer
347,104998-7-19-9.wav,5,jackhammer
348,104998-7-2-4.wav,5,jackhammer
349,104998-7-2-5.wav,5,jackhammer
350,104998-7-2-6.wav,5,jackhammer
351,104998-7-3-1.wav,5,jackhammer
352,104998-7-7-0.wav,5,jackhammer
353,104998-7-7-1.wav,5,jackhammer
354,104998-7-7-4.wav,5,jackhammer
355,104998-7-7-7.wav,5,jackhammer
356,104998-7-7-9.wav,5,jackhammer
357,104998-7-8-13.wav,5,jackhammer
358,104998-7-8-14.wav,5,jackhammer
359,104998-7-8-15.wav,5,jackhammer
360,104998-7-8-17.wav,5,jackhammer
361,104998-7-8-4.wav,5,jackhammer
362,104998-7-8-6.wav,5,jackhammer
363,104998-7-8-7.wav,5,jackhammer
364,104998-7-9-0.wav,5,jackhammer
365,104998-7-9-13.wav,5,jackhammer
366,104998-7-9-9.wav,5,jackhammer
367,105029-7-0-0.wav,9,jackhammer
368,105029-7-0-1.wav,9,jackhammer
369,105029-7-0-2.wav,9,jackhammer
370,105029-7-0-3.wav,9,jackhammer
371,105029-7-0-4.wav,9,jackhammer
372,105029-7-0-5.wav,9,jackhammer
373,105029-7-0-6.wav,9,jackhammer
374,105029-7-1-0.wav,9,jackhammer
375,105029-7-1-1.wav,9,jackhammer
376,105029-7-1-10.wav,9,jackhammer
377,105029-7-1-11.wav,9,jackhammer
378,105029-7-1-12.wav,9,jackhammer
379,105029-7-1-13.wav,9,jackhammer
380,105029-7-1-2.wav,9,jackhammer
381,105029-7-1-3.wav,9,jackhammer
382,105029-7-1-4.wav,9,jackhammer
383,105029-7-1-5.wav,9,jackhammer
384,105029-7-1-6.wav,9,jackhammer
385,105029-7-1-7.wav,9,jackhammer
386,105029-7-1-8.wav,9,jackhammer
387,105029-7-1-9.wav,9,jackhammer
388,105029-7-2-0.wav,9,jackhammer
389,105029-7-2-1.wav,9,jackhammer
390,105029-7-2-10.wav,9,jackhammer
391,105029-7-2-11.wav,9,jackhammer
392,105029-7-2-12.wav,9,jackhammer
393,105029-7-2-13.wav,9,jackhammer
394,105029-7-2-14.wav,9,jackhammer
395,105029-7-2-15.wav,9,jackhammer
396,105029-7-2-16.wav,9,jackhammer
397,105029-7-2-2.wav,9,jackhammer
398,105029-7-2-3.wav,9,jackhammer
399,105029-7-2-4.wav,9,jackhammer
400,105029-7-2-5.wav,9,jackhammer
401,105029-7-2-6.wav,9,jackhammer
402,105029-7-2-7.wav,9,jackhammer
403,105029-7-2-8.wav,9,jackhammer
404,105029-7-2-9.wav,9,jackhammer
405,105029-7-3-0.wav,9,jackhammer
406,105029-7-3-1.wav,9,jackhammer
407,105029-7-3-2.wav,9,jackhammer
408,105029-7-3-3.wav,9,jackhammer
409,105029-7-3-4.wav,9,jackhammer
410,105029-7-3-5.wav,9,jackhammer
411,105029-7-3-6.wav,9,jackhammer
412,105029-7-3-7.wav,9,jackhammer
413,105029-7-4-0.wav,9,jackhammer
414,105029-7-4-1.wav,9,jackhammer
415,105029-7-4-2.wav,9,jackhammer
416,105029-7-4-3.wav,9,jackhammer
417,105088-3-0-10.wav,9,dog_bark
418,105088-3-0-11.wav,9,dog_bark
419,105088-3-0-19.wav,9,dog_bark
420,105088-3-0-8.wav,9,dog_bark
421,105289-8-0-0.wav,7,siren
422,105289-8-0-1.wav,7,siren
423,105289-8-0-2.wav,7,siren
424,105289-8-0-3.wav,7,siren
425,105289-8-0-4.wav,7,siren
426,105289-8-0-5.wav,7,siren
427,105289-8-1-0.wav,7,siren
428,105289-8-1-1.wav,7,siren
429,105289-8-1-2.wav,7,siren
430,105289-8-1-3.wav,7,siren
431,105289-8-1-4.wav,7,siren
432,105289-8-2-0.wav,7,siren
433,105289-8-2-1.wav,7,siren
434,105289-8-2-2.wav,7,siren
435,105289-8-2-3.wav,7,siren
436,105289-8-2-4.wav,7,siren
437,105289-8-2-5.wav,7,siren
438,105289-8-2-6.wav,7,siren
439,105289-8-2-7.wav,7,siren
440,105319-3-0-22.wav,6,dog_bark
441,105319-3-0-29.wav,6,dog_bark
442,105319-3-0-39.wav,6,dog_bark
443,105415-2-0-1.wav,1,children_playing
444,105415-2-0-15.wav,1,children_playing
445,105415-2-0-19.wav,1,children_playing
446,105415-2-0-21.wav,1,children_playing
447,105415-2-0-24.wav,1,children_playing
448,105415-2-0-4.wav,1,children_playing
449,105415-2-0-6.wav,1,children_playing
450,105415-2-0-8.wav,1,children_playing
451,105425-9-0-1.wav,5,street_music
452,105425-9-0-10.wav,5,street_music
453,105425-9-0-12.wav,5,street_music
454,105425-9-0-13.wav,5,street_music
455,105425-9-0-14.wav,5,street_music
456,105425-9-0-23.wav,5,street_music
457,106014-5-0-0.wav,10,engine_idling
458,106014-5-0-1.wav,10,engine_idling
459,106014-5-0-2.wav,10,engine_idling
460,106014-5-0-3.wav,10,engine_idling
461,106014-5-0-4.wav,10,engine_idling
462,106015-5-0-0.wav,2,engine_idling
463,106015-5-0-1.wav,2,engine_idling
464,106015-5-0-10.wav,2,engine_idling
465,106015-5-0-11.wav,2,engine_idling
466,106015-5-0-12.wav,2,engine_idling
467,106015-5-0-13.wav,2,engine_idling
468,106015-5-0-14.wav,2,engine_idling
469,106015-5-0-15.wav,2,engine_idling
470,106015-5-0-16.wav,2,engine_idling
471,106015-5-0-17.wav,2,engine_idling
472,106015-5-0-18.wav,2,engine_idling
473,106015-5-0-19.wav,2,engine_idling
474,106015-5-0-2.wav,2,engine_idling
475,106015-5-0-20.wav,2,engine_idling
476,106015-5-0-3.wav,2,engine_idling
477,106015-5-0-4.wav,2,engine_idling
478,106015-5-0-5.wav,2,engine_idling
479,106015-5-0-6.wav,2,engine_idling
480,106015-5-0-7.wav,2,engine_idling
481,106015-5-0-8.wav,2,engine_idling
482,106015-5-0-9.wav,2,engine_idling
483,106486-5-0-0.wav,6,engine_idling
484,106486-5-0-1.wav,6,engine_idling
485,106486-5-0-2.wav,6,engine_idling
486,106487-5-0-0.wav,5,engine_idling
487,106487-5-0-1.wav,5,engine_idling
488,106487-5-0-2.wav,5,engine_idling
489,106905-5-0-0.wav,8,engine_idling
490,106905-5-0-1.wav,8,engine_idling
491,106905-5-0-2.wav,8,engine_idling
492,106905-8-0-0.wav,1,siren
493,106905-8-0-1.wav,1,siren
494,106905-8-0-2.wav,1,siren
495,106905-8-0-3.wav,1,siren
496,106955-6-0-0.wav,9,gun_shot
497,107090-1-0-0.wav,8,car_horn
498,107090-1-1-0.wav,8,car_horn
499,107190-3-0-0.wav,8,dog_bark
500,107228-5-0-0.wav,3,engine_idling
501,107228-5-0-1.wav,3,engine_idling
502,107228-5-0-2.wav,3,engine_idling
503,107228-5-0-3.wav,3,engine_idling
504,107228-5-0-4.wav,3,engine_idling
505,107228-5-0-5.wav,3,engine_idling
506,107228-5-0-6.wav,3,engine_idling
507,107228-5-0-7.wav,3,engine_idling
508,107357-8-0-0.wav,7,siren
509,107357-8-0-1.wav,7,siren
510,107357-8-0-2.wav,7,siren
511,107357-8-0-3.wav,7,siren
512,107357-8-0-4.wav,7,siren
513,107357-8-0-5.wav,7,siren
514,107357-8-0-6.wav,7,siren
515,107357-8-0-7.wav,7,siren
516,107357-8-0-8.wav,7,siren
517,107357-8-1-0.wav,7,siren
518,107357-8-1-1.wav,7,siren
519,107357-8-1-10.wav,7,siren
520,107357-8-1-11.wav,7,siren
521,107357-8-1-12.wav,7,siren
522,107357-8-1-13.wav,7,siren
523,107357-8-1-14.wav,7,siren
524,107357-8-1-15.wav,7,siren
525,107357-8-1-16.wav,7,siren
526,107357-8-1-17.wav,7,siren
527,107357-8-1-18.wav,7,siren
528,107357-8-1-2.wav,7,siren
529,107357-8-1-3.wav,7,siren
530,107357-8-1-4.wav,7,siren
531,107357-8-1-5.wav,7,siren
532,107357-8-1-6.wav,7,siren
533,107357-8-1-7.wav,7,siren
534,107357-8-1-8.wav,7,siren
535,107357-8-1-9.wav,7,siren
536,107653-9-0-12.wav,4,street_music
537,107653-9-0-14.wav,4,street_music
538,107653-9-0-18.wav,4,street_music
539,107653-9-0-3.wav,4,street_music
540,107653-9-0-5.wav,4,street_music
541,107653-9-0-7.wav,4,street_music
542,107842-4-0-0.wav,6,drilling
543,107842-4-0-1.wav,6,drilling
544,107842-4-0-2.wav,6,drilling
545,107842-4-1-0.wav,6,drilling
546,107842-4-2-0.wav,6,drilling
547,107842-4-2-1.wav,6,drilling
548,107842-4-2-2.wav,6,drilling
549,107842-4-2-3.wav,6,drilling
550,107842-4-2-4.wav,6,drilling
551,107842-4-3-0.wav,6,drilling
552,108041-9-0-11.wav,1,street_music
553,108041-9-0-2.wav,1,street_music
554,108041-9-0-4.wav,1,street_music
555,108041-9-0-5.wav,1,street_music
556,108041-9-0-6.wav,1,street_music
557,108041-9-0-7.wav,1,street_music
558,108041-9-0-9.wav,1,street_music
559,108187-3-2-0.wav,2,dog_bark
560,108187-3-3-0.wav,2,dog_bark
561,108187-3-4-0.wav,2,dog_bark
562,108187-3-6-0.wav,2,dog_bark
563,108357-9-0-15.wav,5,street_music
564,108357-9-0-2.wav,5,street_music
565,108357-9-0-27.wav,5,street_music
566,108357-9-0-30.wav,5,street_music
567,108357-9-0-44.wav,5,street_music
568,108357-9-0-49.wav,5,street_music
569,108362-2-0-11.wav,1,children_playing
570,108362-2-0-12.wav,1,children_playing
571,108362-2-0-21.wav,1,children_playing
572,108362-2-0-23.wav,1,children_playing
573,108362-2-0-29.wav,1,children_playing
574,108362-2-0-30.wav,1,children_playing
575,108362-2-0-7.wav,1,children_playing
576,108362-2-0-9.wav,1,children_playing
577,108638-9-0-0.wav,6,street_music
578,108638-9-0-1.wav,6,street_music
579,108638-9-0-2.wav,6,street_music
580,108638-9-0-4.wav,6,street_music
581,108638-9-0-5.wav,6,street_music
582,108638-9-0-6.wav,6,street_music
583,109233-3-0-3.wav,6,dog_bark
584,109233-3-0-4.wav,6,dog_bark
585,109233-3-0-5.wav,6,dog_bark
586,109233-3-0-6.wav,6,dog_bark
587,109263-9-0-34.wav,5,street_music
588,109263-9-0-39.wav,5,street_music
589,109263-9-0-54.wav,5,street_music
590,109263-9-0-61.wav,5,street_music
591,109263-9-0-78.wav,5,street_music
592,109703-2-0-134.wav,2,children_playing
593,109703-2-0-14.wav,2,children_playing
594,109703-2-0-153.wav,2,children_playing
595,109703-2-0-29.wav,2,children_playing
596,109703-2-0-32.wav,2,children_playing
597,109703-2-0-48.wav,2,children_playing
598,109703-2-0-50.wav,2,children_playing
599,109711-3-1-0.wav,4,dog_bark
600,109711-3-2-4.wav,4,dog_bark
601,109711-3-2-6.wav,4,dog_bark
602,110134-3-0-0.wav,8,dog_bark
603,110371-3-0-1.wav,5,dog_bark
604,110371-3-1-0.wav,5,dog_bark
605,110371-3-1-1.wav,5,dog_bark
606,110389-3-0-0.wav,9,dog_bark
607,110621-7-0-0.wav,4,jackhammer
608,110621-7-0-1.wav,4,jackhammer
609,110621-7-0-2.wav,4,jackhammer
610,110621-7-0-3.wav,4,jackhammer
611,110622-6-0-0.wav,3,gun_shot
612,110688-3-0-11.wav,8,dog_bark
613,110688-3-0-17.wav,8,dog_bark
614,110688-3-0-2.wav,8,dog_bark
615,110688-3-0-32.wav,8,dog_bark
616,110868-9-0-11.wav,6,street_music
617,110868-9-0-13.wav,6,street_music
618,110868-9-0-14.wav,6,street_music
619,110868-9-0-15.wav,6,street_music
620,110868-9-0-6.wav,6,street_music
621,110868-9-0-8.wav,6,street_music
622,110918-3-0-1.wav,7,dog_bark
623,110918-3-0-26.wav,7,dog_bark
624,110918-3-0-40.wav,7,dog_bark
625,110918-3-0-9.wav,7,dog_bark
626,111048-6-0-0.wav,6,gun_shot
627,111386-5-0-0.wav,6,engine_idling
628,111386-5-0-1.wav,6,engine_idling
629,111386-5-0-2.wav,6,engine_idling
630,111386-5-0-3.wav,6,engine_idling
631,111386-5-0-4.wav,6,engine_idling
632,111386-5-0-5.wav,6,engine_idling
633,111386-5-0-6.wav,6,engine_idling
634,111386-5-0-7.wav,6,engine_idling
635,111386-5-1-0.wav,6,engine_idling
636,111386-5-1-1.wav,6,engine_idling
637,111386-5-1-10.wav,6,engine_idling
638,111386-5-1-11.wav,6,engine_idling
639,111386-5-1-12.wav,6,engine_idling
640,111386-5-1-13.wav,6,engine_idling
641,111386-5-1-14.wav,6,engine_idling
642,111386-5-1-2.wav,6,engine_idling
643,111386-5-1-3.wav,6,engine_idling
644,111386-5-1-4.wav,6,engine_idling
645,111386-5-1-5.wav,6,engine_idling
646,111386-5-1-6.wav,6,engine_idling
647,111386-5-1-7.wav,6,engine_idling
648,111386-5-1-8.wav,6,engine_idling
649,111386-5-1-9.wav,6,engine_idling
650,111671-8-0-0.wav,5,siren
651,111671-8-0-1.wav,5,siren
652,111671-8-0-10.wav,5,siren
653,111671-8-0-11.wav,5,siren
654,111671-8-0-12.wav,5,siren
655,111671-8-0-13.wav,5,siren
