slice_file_name,fold,class_name,augment
100852-0-0-4.wav,5,air_conditioner,none
100852-0-0-5.wav,5,air_conditioner,none
100852-0-0-6.wav,5,air_conditioner,none
100852-0-0-7.wav,5,air_conditioner,none
100852-0-0-8.wav,5,air_conditioner,none
100852-0-0-9.wav,5,air_conditioner,none
101281-3-0-0.wav,6,dog_bark,none
101281-3-0-14.wav,6,dog_bark,none
101281-3-0-5.wav,6,dog_bark,none
101382-2-0-10.wav,10,children_playing,none
101382-2-0-12.wav,10,children_playing,none
101382-2-0-20.wav,10,children_playing,none
101382-2-0-21.wav,10,children_playing,none
101382-2-0-29.wav,10,children_playing,none
101382-2-0-33.wav,10,children_playing,none
101382-2-0-42.wav,10,children_playing,none
101382-2-0-45.wav,10,children_playing,none
101415-3-0-2.wav,1,dog_bark,none
101415-3-0-3.wav,1,dog_bark,none
101415-3-0-8.wav,1,dog_bark,none
101729-0-0-1.wav,9,air_conditioner,none
101729-0-0-11.wav,9,air_conditioner,none
101729-0-0-12.wav,9,air_conditioner,none
101729-0-0-13.wav,9,air_conditioner,none
101729-0-0-14.wav,9,air_conditioner,none
101729-0-0-16.wav,9,air_conditioner,none
101729-0-0-17.wav,9,air_conditioner,none
101729-0-0-18.wav,9,air_conditioner,none
101729-0-0-19.wav,9,air_conditioner,none
101729-0-0-21.wav,9,air_conditioner,none
101729-0-0-22.wav,9,air_conditioner,none
101729-0-0-23.wav,9,air_conditioner,none
101729-0-0-24.wav,9,air_conditioner,none
101729-0-0-26.wav,9,air_conditioner,none
101729-0-0-28.wav,9,air_conditioner,none
101729-0-0-29.wav,9,air_conditioner,none
101729-0-0-3.wav,9,air_conditioner,none
101729-0-0-32.wav,9,air_conditioner,none
101729-0-0-33.wav,9,air_conditioner,none
101729-0-0-36.wav,9,air_conditioner,none
101729-0-0-37.wav,9,air_conditioner,none
101729-0-0-38.wav,9,air_conditioner,none
101729-0-0-39.wav,9,air_conditioner,none
101729-0-0-4.wav,9,air_conditioner,none
101729-0-0-40.wav,9,air_conditioner,none
101729-0-0-6.wav,9,air_conditioner,none
101729-0-0-9.wav,9,air_conditioner,none
101848-9-0-0.wav,7,street_music,none
101848-9-0-1.wav,7,street_music,none
101848-9-0-2.wav,7,street_music,none
101848-9-0-3.wav,7,street_music,none
101848-9-0-8.wav,7,street_music,none
101848-9-0-9.wav,7,street_music,none
102102-3-0-0.wav,4,dog_bark,none
102103-3-0-0.wav,10,dog_bark,none
102103-3-1-0.wav,10,dog_bark,none
102104-3-0-0.wav,2,dog_bark,none
102105-3-0-0.wav,3,dog_bark,none
102106-3-0-0.wav,1,dog_bark,none
102305-6-0-0.wav,1,gun_shot,none
102547-3-0-2.wav,5,dog_bark,none
102547-3-0-7.wav,5,dog_bark,none
102547-3-0-8.wav,5,dog_bark,none
102842-3-0-1.wav,1,dog_bark,none
102842-3-1-0.wav,1,dog_bark,none
102842-3-1-5.wav,1,dog_bark,none
102842-3-1-6.wav,1,dog_bark,none
102853-8-0-0.wav,7,siren,none
102853-8-0-1.wav,7,siren,none
102853-8-0-2.wav,7,siren,none
102853-8-0-3.wav,7,siren,none
102853-8-0-4.wav,7,siren,none
102853-8-0-5.wav,7,siren,none
102853-8-0-6.wav,7,siren,none
102853-8-1-0.wav,7,siren,none
102857-5-0-0.wav,10,engine_idling,none
102857-5-0-1.wav,10,engine_idling,none
102857-5-0-10.wav,10,engine_idling,none
102857-5-0-11.wav,10,engine_idling,none
102857-5-0-12.wav,10,engine_idling,none
102857-5-0-13.wav,10,engine_idling,none
102857-5-0-14.wav,10,engine_idling,none
102857-5-0-15.wav,10,engine_idling,none
102857-5-0-16.wav,10,engine_idling,none
102857-5-0-17.wav,10,engine_idling,none
102857-5-0-18.wav,10,engine_idling,none
102857-5-0-19.wav,10,engine_idling,none
102857-5-0-2.wav,10,engine_idling,none
102857-5-0-20.wav,10,engine_idling,none
102857-5-0-21.wav,10,engine_idling,none
102857-5-0-22.wav,10,engine_idling,none
102857-5-0-23.wav,10,engine_idling,none
102857-5-0-24.wav,10,engine_idling,none
102857-5-0-25.wav,10,engine_idling,none
102857-5-0-26.wav,10,engine_idling,none
102857-5-0-27.wav,10,engine_idling,none
102857-5-0-28.wav,10,engine_idling,none
102857-5-0-29.wav,10,engine_idling,none
102857-5-0-3.wav,10,engine_idling,none
102857-5-0-30.wav,10,engine_idling,none
102857-5-0-4.wav,10,engine_idling,none
102857-5-0-5.wav,10,engine_idling,none
102857-5-0-6.wav,10,engine_idling,none
102857-5-0-7.wav,10,engine_idling,none
102857-5-0-8.wav,10,engine_idling,none
102857-5-0-9.wav,10,engine_idling,none
102858-5-0-0.wav,2,engine_idling,none
102858-5-0-1.wav,2,engine_idling,none
102871-8-0-0.wav,2,siren,none
102871-8-0-1.wav,2,siren,none
102871-8-0-10.wav,2,siren,none
102871-8-0-11.wav,2,siren,none
102871-8-0-12.wav,2,siren,none
102871-8-0-13.wav,2,siren,none
102871-8-0-14.wav,2,siren,none
102871-8-0-15.wav,2,siren,none
102871-8-0-2.wav,2,siren,none
102871-8-0-3.wav,2,siren,none
102871-8-0-4.wav,2,siren,none
102871-8-0-5.wav,2,siren,none
102871-8-0-6.wav,2,siren,none
102871-8-0-7.wav,2,siren,none
102871-8-0-8.wav,2,siren,none
102871-8-0-9.wav,2,siren,none
103074-7-0-0.wav,1,jackhammer,none
103074-7-0-1.wav,1,jackhammer,none
103074-7-0-2.wav,1,jackhammer,none
103074-7-1-0.wav,1,jackhammer,none
103074-7-1-1.wav,1,jackhammer,none
103074-7-1-2.wav,1,jackhammer,none
103074-7-1-3.wav,1,jackhammer,none
103074-7-1-4.wav,1,jackhammer,none
103074-7-1-5.wav,1,jackhammer,none
103074-7-1-6.wav,1,jackhammer,none
103074-7-2-0.wav,1,jackhammer,none
103074-7-3-0.wav,1,jackhammer,none
103074-7-3-1.wav,1,jackhammer,none
103074-7-3-2.wav,1,jackhammer,none
103074-7-3-3.wav,1,jackhammer,none
103074-7-4-0.wav,1,jackhammer,none
103074-7-4-1.wav,1,jackhammer,none
103074-7-4-2.wav,1,jackhammer,none
103074-7-4-3.wav,1,jackhammer,none
103074-7-4-4.wav,1,jackhammer,none
103074-7-4-5.wav,1,jackhammer,none
103074-7-4-6.wav,1,jackhammer,none
103076-3-0-0.wav,8,dog_bark,none
103076-3-1-0.wav,8,dog_bark,none
103076-3-2-0.wav,8,dog_bark,none
103199-4-0-0.wav,3,drilling,none
103199-4-0-3.wav,3,drilling,none
103199-4-0-4.wav,3,drilling,none
103199-4-0-5.wav,3,drilling,none
103199-4-0-6.wav,3,drilling,none
103199-4-1-0.wav,3,drilling,none
103199-4-2-0.wav,3,drilling,none
103199-4-2-1.wav,3,drilling,none
103199-4-2-10.wav,3,drilling,none
103199-4-2-11.wav,3,drilling,none
103199-4-2-2.wav,3,drilling,none
103199-4-2-3.wav,3,drilling,none
103199-4-2-4.wav,3,drilling,none
103199-4-2-5.wav,3,drilling,none
103199-4-2-6.wav,3,drilling,none
103199-4-2-7.wav,3,drilling,none
103199-4-2-8.wav,3,drilling,none
103199-4-2-9.wav,3,drilling,none
103199-4-4-0.wav,3,drilling,none
103199-4-6-0.wav,3,drilling,none
103199-4-7-2.wav,3,drilling,none
103249-5-0-0.wav,9,engine_idling,none
103249-5-0-1.wav,9,engine_idling,none
103249-5-0-10.wav,9,engine_idling,none
103249-5-0-11.wav,9,engine_idling,none
103249-5-0-12.wav,9,engine_idling,none
103249-5-0-13.wav,9,engine_idling,none
103249-5-0-14.wav,9,engine_idling,none
103249-5-0-15.wav,9,engine_idling,none
103249-5-0-16.wav,9,engine_idling,none
103249-5-0-17.wav,9,engine_idling,none
103249-5-0-18.wav,9,engine_idling,none
103249-5-0-19.wav,9,engine_idling,none
103249-5-0-2.wav,9,engine_idling,none
103249-5-0-3.wav,9,engine_idling,none
103249-5-0-4.wav,9,engine_idling,none
103249-5-0-5.wav,9,engine_idling,none
103249-5-0-6.wav,9,engine_idling,none
103249-5-0-7.wav,9,engine_idling,none
103249-5-0-8.wav,9,engine_idling,none
103249-5-0-9.wav,9,engine_idling,none
103258-5-0-0.wav,1,engine_idling,none
103258-5-0-1.wav,1,engine_idling,none
103258-5-0-10.wav,1,engine_idling,none
103258-5-0-11.wav,1,engine_idling,none
103258-5-0-12.wav,1,engine_idling,none
103258-5-0-13.wav,1,engine_idling,none
103258-5-0-14.wav,1,engine_idling,none
103258-5-0-15.wav,1,engine_idling,none
103258-5-0-16.wav,1,engine_idling,none
103258-5-0-17.wav,1,engine_idling,none
103258-5-0-18.wav,1,engine_idling,none
103258-5-0-19.wav,1,engine_idling,none
103258-5-0-2.wav,1,engine_idling,none
103258-5-0-3.wav,1,engine_idling,none
103258-5-0-4.wav,1,engine_idling,none
103258-5-0-5.wav,1,engine_idling,none
103258-5-0-6.wav,1,engine_idling,none
103258-5-0-7.wav,1,engine_idling,none
103258-5-0-8.wav,1,engine_idling,none
103258-5-0-9.wav,1,engine_idling,none
103357-4-0-0.wav,3,drilling,none
103357-4-0-1.wav,3,drilling,none
103438-5-0-0.wav,10,engine_idling,none
103438-5-0-1.wav,10,engine_idling,none
103438-5-0-2.wav,10,engine_idling,none
104327-2-0-15.wav,6,children_playing,none
104327-2-0-19.wav,6,children_playing,none
104327-2-0-26.wav,6,children_playing,none
104327-2-0-28.wav,6,children_playing,none
104327-2-0-3.wav,6,children_playing,none
104327-2-0-30.wav,6,children_playing,none
104327-2-0-34.wav,6,children_playing,none
104327-2-0-4.wav,6,children_playing,none
104421-2-0-1.wav,5,children_playing,none
104421-2-0-15.wav,5,children_playing,none
104421-2-0-20.wav,5,children_playing,none
104421-2-0-29.wav,5,children_playing,none
104421-2-0-3.wav,5,children_playing,none
104421-2-0-5.wav,5,children_playing,none
104421-2-0-7.wav,5,children_playing,none
104421-2-1-3.wav,5,children_playing,none
104625-4-0-15.wav,7,drilling,none
104625-4-0-21.wav,7,drilling,none
104625-4-0-27.wav,7,drilling,none
104625-4-0-29.wav,7,drilling,none
104625-4-0-3.wav,7,drilling,none
104625-4-0-35.wav,7,drilling,none
104625-4-0-40.wav,7,drilling,none
104625-4-0-41.wav,7,drilling,none
104625-4-0-45.wav,7,drilling,none
104625-4-0-48.wav,7,drilling,none
104625-4-0-51.wav,7,drilling,none
104625-4-0-52.wav,7,drilling,none
104625-4-0-53.wav,7,drilling,none
104625-4-0-55.wav,7,drilling,none
104625-4-0-57.wav,7,drilling,none
104625-4-0-66.wav,7,drilling,none
104625-4-1-20.wav,7,drilling,none
104625-4-1-8.wav,7,drilling,none
104817-4-0-0.wav,2,drilling,none
104817-4-0-1.wav,2,drilling,none
104817-4-0-10.wav,2,drilling,none
104817-4-0-11.wav,2,drilling,none
104817-4-0-2.wav,2,drilling,none
104817-4-0-3.wav,2,drilling,none
104817-4-0-4.wav,2,drilling,none
104817-4-0-5.wav,2,drilling,none
104817-4-0-6.wav,2,drilling,none
104817-4-0-7.wav,2,drilling,none
104817-4-0-8.wav,2,drilling,none
104817-4-0-9.wav,2,drilling,none
104998-7-0-5.wav,5,jackhammer,none
104998-7-10-1.wav,5,jackhammer,none
104998-7-10-10.wav,5,jackhammer,none
104998-7-10-13.wav,5,jackhammer,none
104998-7-10-15.wav,5,jackhammer,none
104998-7-10-8.wav,5,jackhammer,none
104998-7-10-9.wav,5,jackhammer,none
104998-7-11-0.wav,5,jackhammer,none
104998-7-11-2.wav,5,jackhammer,none
104998-7-12-2.wav,5,jackhammer,none
104998-7-14-1.wav,5,jackhammer,none
104998-7-14-5.wav,5,jackhammer,none
104998-7-14-6.wav,5,jackhammer,none
104998-7-15-1.wav,5,jackhammer,none
104998-7-15-3.wav,5,jackhammer,none
104998-7-15-5.wav,5,jackhammer,none
104998-7-15-9.wav,5,jackhammer,none
104998-7-16-0.wav,5,jackhammer,none
104998-7-16-10.wav,5,jackhammer,none
104998-7-16-11.wav,5,jackhammer,none
104998-7-16-5.wav,5,jackhammer,none
104998-7-16-6.wav,5,jackhammer,none
104998-7-16-7.wav,5,jackhammer,none
104998-7-17-0.wav,5,jackhammer,none
104998-7-17-1.wav,5,jackhammer,none
104998-7-17-12.wav,5,jackhammer,none
104998-7-17-14.wav,5,jackhammer,none
104998-7-17-4.wav,5,jackhammer,none
104998-7-17-7.wav,5,jackhammer,none
104998-7-17-8.wav,5,jackhammer,none
104998-7-18-12.wav,5,jackhammer,none
104998-7-18-13.wav,5,jackhammer,none
104998-7-18-3.wav,5,jackhammer,none
104998-7-18-9.wav,5,jackhammer,none
104998-7-19-0.wav,5,jackhammer,none
104998-7-19-3.wav,5,jackhammer,none
104998-7-19-6.wav,5,jackhammer,none
104998-7-19-7.wav,5,jackhammer,none
104998-7-19-8.wav,5,jackhammer,none
104998-7-19-9.wav,5,jackhammer,none
104998-7-2-4.wav,5,jackhammer,none
104998-7-2-5.wav,5,jackhammer,none
104998-7-2-6.wav,5,jackhammer,none
104998-7-3-1.wav,5,jackhammer,none
104998-7-7-0.wav,5,jackhammer,none
104998-7-7-1.wav,5,jackhammer,none
104998-7-7-4.wav,5,jackhammer,none
104998-7-7-7.wav,5,jackhammer,none
104998-7-7-9.wav,5,jackhammer,none
104998-7-8-13.wav,5,jackhammer,none
104998-7-8-14.wav,5,jackhammer,none
104998-7-8-15.wav,5,jackhammer,none
104998-7-8-17.wav,5,jackhammer,none
104998-7-8-4.wav,5,jackhammer,none
104998-7-8-6.wav,5,jackhammer,none
104998-7-8-7.wav,5,jackhammer,none
104998-7-9-0.wav,5,jackhammer,none
104998-7-9-13.wav,5,jackhammer,none
104998-7-9-9.wav,5,jackhammer,none
105029-7-0-0.wav,9,jackhammer,none
105029-7-0-1.wav,9,jackhammer,none
105029-7-0-2.wav,9,jackhammer,none
105029-7-0-3.wav,9,jackhammer,none
105029-7-0-4.wav,9,jackhammer,none
105029-7-0-5.wav,9,jackhammer,none
105029-7-0-6.wav,9,jackhammer,none
105029-7-1-0.wav,9,jackhammer,none
105029-7-1-1.wav,9,jackhammer,none
105029-7-1-10.wav,9,jackhammer,none
105029-7-1-11.wav,9,jackhammer,none
105029-7-1-12.wav,9,jackhammer,none
105029-7-1-13.wav,9,jackhammer,none
105029-7-1-2.wav,9,jackhammer,none
105029-7-1-3.wav,9,jackhammer,none
105029-7-1-4.wav,9,jackhammer,none
105029-7-1-5.wav,9,jackhammer,none
105029-7-1-6.wav,9,jackhammer,none
105029-7-1-7.wav,9,jackhammer,none
105029-7-1-8.wav,9,jackhammer,none
105029-7-1-9.wav,9,jackhammer,none
105029-7-2-0.wav,9,jackhammer,none
105029-7-2-1.wav,9,jackhammer,none
105029-7-2-10.wav,9,jackhammer,none
105029-7-2-11.wav,9,jackhammer,none
105029-7-2-12.wav,9,jackhammer,none
105029-7-2-13.wav,9,jackhammer,none
105029-7-2-14.wav,9,jackhammer,none
105029-7-2-15.wav,9,jackhammer,none
105029-7-2-16.wav,9,jackhammer,none
105029-7-2-2.wav,9,jackhammer,none
105029-7-2-3.wav,9,jackhammer,none
105029-7-2-4.wav,9,jackhammer,none
105029-7-2-5.wav,9,jackhammer,none
105029-7-2-6.wav,9,jackhammer,none
105029-7-2-7.wav,9,jackhammer,none
105029-7-2-8.wav,9,jackhammer,none
105029-7-2-9.wav,9,jackhammer,none
105029-7-3-0.wav,9,jackhammer,none
105029-7-3-1.wav,9,jackhammer,none
105029-7-3-2.wav,9,jackhammer,none
105029-7-3-3.wav,9,jackhammer,none
105029-7-3-4.wav,9,jackhammer,none
105029-7-3-5.wav,9,jackhammer,none
105029-7-3-6.wav,9,jackhammer,none
105029-7-3-7.wav,9,jackhammer,none
105029-7-4-0.wav,9,jackhammer,none
105029-7-4-1.wav,9,jackhammer,none
105029-7-4-2.wav,9,jackhammer,none
105029-7-4-3.wav,9,jackhammer,none
105088-3-0-10.wav,9,dog_bark,none
105088-3-0-11.wav,9,dog_bark,none
105088-3-0-19.wav,9,dog_bark,none
105088-3-0-8.wav,9,dog_bark,none
105289-8-0-0.wav,7,siren,none
105289-8-0-1.wav,7,siren,none
105289-8-0-2.wav,7,siren,none
105289-8-0-3.wav,7,siren,none
105289-8-0-4.wav,7,siren,none
105289-8-0-5.wav,7,siren,none
105289-8-1-0.wav,7,siren,none
105289-8-1-1.wav,7,siren,none
105289-8-1-2.wav,7,siren,none
105289-8-1-3.wav,7,siren,none
105289-8-1-4.wav,7,siren,none
105289-8-2-0.wav,7,siren,none
105289-8-2-1.wav,7,siren,none
105289-8-2-2.wav,7,siren,none
105289-8-2-3.wav,7,siren,none
105289-8-2-4.wav,7,siren,none
105289-8-2-5.wav,7,siren,none
105289-8-2-6.wav,7,siren,none
105289-8-2-7.wav,7,siren,none
105319-3-0-22.wav,6,dog_bark,none
105319-3-0-29.wav,6,dog_bark,none
105319-3-0-39.wav,6,dog_bark,none
105415-2-0-1.wav,1,children_playing,none
105415-2-0-15.wav,1,children_playing,none
105415-2-0-19.wav,1,children_playing,none
105415-2-0-21.wav,1,children_playing,none
105415-2-0-24.wav,1,children_playing,none
105415-2-0-4.wav,1,children_playing,none
105415-2-0-6.wav,1,children_playing,none
105415-2-0-8.wav,1,children_playing,none
105425-9-0-1.wav,5,street_music,none
105425-9-0-10.wav,5,street_music,none
105425-9-0-12.wav,5,street_music,none
105425-9-0-13.wav,5,street_music,none
105425-9-0-14.wav,5,street_music,none
105425-9-0-23.wav,5,street_music,none
106014-5-0-0.wav,10,engine_idling,none
106014-5-0-1.wav,10,engine_idling,none
106014-5-0-2.wav,10,engine_idling,none
106014-5-0-3.wav,10,engine_idling,none
106014-5-0-4.wav,10,engine_idling,none
106015-5-0-0.wav,2,engine_idling,none
106015-5-0-1.wav,2,engine_idling,none
106015-5-0-10.wav,2,engine_idling,none
106015-5-0-11.wav,2,engine_idling,none
106015-5-0-12.wav,2,engine_idling,none
106015-5-0-13.wav,2,engine_idling,none
106015-5-0-14.wav,2,engine_idling,none
106015-5-0-15.wav,2,engine_idling,none
106015-5-0-16.wav,2,engine_idling,none
106015-5-0-17.wav,2,engine_idling,none
106015-5-0-18.wav,2,engine_idling,none
106015-5-0-19.wav,2,engine_idling,none
106015-5-0-2.wav,2,engine_idling,none
106015-5-0-20.wav,2,engine_idling,none
106015-5-0-3.wav,2,engine_idling,none
106015-5-0-4.wav,2,engine_idling,none
106015-5-0-5.wav,2,engine_idling,none
106015-5-0-6.wav,2,engine_idling,none
106015-5-0-7.wav,2,engine_idling,none
106015-5-0-8.wav,2,engine_idling,none
106015-5-0-9.wav,2,engine_idling,none
106486-5-0-0.wav,6,engine_idling,none
106486-5-0-1.wav,6,engine_idling,none
106486-5-0-2.wav,6,engine_idling,none
106487-5-0-0.wav,5,engine_idling,none
106487-5-0-1.wav,5,engine_idling,none
106487-5-0-2.wav,5,engine_idling,none
106905-5-0-0.wav,8,engine_idling,none
106905-5-0-1.wav,8,engine_idling,none
106905-5-0-2.wav,8,engine_idling,none
106905-8-0-0.wav,1,siren,none
106905-8-0-1.wav,1,siren,none
106905-8-0-2.wav,1,siren,none
106905-8-0-3.wav,1,siren,none
106955-6-0-0.wav,9,gun_shot,none
107090-1-0-0.wav,8,car_horn,none
107090-1-1-0.wav,8,car_horn,none
107190-3-0-0.wav,8,dog_bark,none
107228-5-0-0.wav,3,engine_idling,none
107228-5-0-1.wav,3,engine_idling,none
107228-5-0-2.wav,3,engine_idling,none
107228-5-0-3.wav,3,engine_idling,none
107228-5-0-4.wav,3,engine_idling,none
107228-5-0-5.wav,3,engine_idling,none
107228-5-0-6.wav,3,engine_idling,none
107228-5-0-7.wav,3,engine_idling,none
107357-8-0-0.wav,7,siren,none
107357-8-0-1.wav,7,siren,none
107357-8-0-2.wav,7,siren,none
107357-8-0-3.wav,7,siren,none
107357-8-0-4.wav,7,siren,none
107357-8-0-5.wav,7,siren,none
107357-8-0-6.wav,7,siren,none
107357-8-0-7.wav,7,siren,none
107357-8-0-8.wav,7,siren,none
107357-8-1-0.wav,7,siren,none
107357-8-1-1.wav,7,siren,none
107357-8-1-10.wav,7,siren,none
107357-8-1-11.wav,7,siren,none
107357-8-1-12.wav,7,siren,none
107357-8-1-13.wav,7,siren,none
107357-8-1-14.wav,7,siren,none
107357-8-1-15.wav,7,siren,none
107357-8-1-16.wav,7,siren,none
107357-8-1-17.wav,7,siren,none
107357-8-1-18.wav,7,siren,none
107357-8-1-2.wav,7,siren,none
107357-8-1-3.wav,7,siren,none
107357-8-1-4.wav,7,siren,none
107357-8-1-5.wav,7,siren,none
107357-8-1-6.wav,7,siren,none
107357-8-1-7.wav,7,siren,none
107357-8-1-8.wav,7,siren,none
107357-8-1-9.wav,7,siren,none
107653-9-0-12.wav,4,street_music,none
107653-9-0-14.wav,4,street_music,none
107653-9-0-18.wav,4,street_music,none
107653-9-0-3.wav,4,street_music,none
107653-9-0-5.wav,4,street_music,none
107653-9-0-7.wav,4,street_music,none
107842-4-0-0.wav,6,drilling,none
107842-4-0-1.wav,6,drilling,none
107842-4-0-2.wav,6,drilling,none
107842-4-1-0.wav,6,drilling,none
107842-4-2-0.wav,6,drilling,none
107842-4-2-1.wav,6,drilling,none
107842-4-2-2.wav,6,drilling,none
107842-4-2-3.wav,6,drilling,none
107842-4-2-4.wav,6,drilling,none
107842-4-3-0.wav,6,drilling,none
108041-9-0-11.wav,1,street_music,none
108041-9-0-2.wav,1,street_music,none
108041-9-0-4.wav,1,street_music,none
108041-9-0-5.wav,1,street_music,none
108041-9-0-6.wav,1,street_music,none
108041-9-0-7.wav,1,street_music,none
108041-9-0-9.wav,1,street_music,none
108187-3-2-0.wav,2,dog_bark,none
108187-3-3-0.wav,2,dog_bark,none
108187-3-4-0.wav,2,dog_bark,none
108187-3-6-0.wav,2,dog_bark,none
108357-9-0-15.wav,5,street_music,none
108357-9-0-2.wav,5,street_music,none
108357-9-0-27.wav,5,street_music,none
108357-9-0-30.wav,5,street_music,none
108357-9-0-44.wav,5,street_music,none
108357-9-0-49.wav,5,street_music,none
108362-2-0-11.wav,1,children_playing,none
108362-2-0-12.wav,1,children_playing,none
108362-2-0-21.wav,1,children_playing,none
108362-2-0-23.wav,1,children_playing,none
108362-2-0-29.wav,1,children_playing,none
108362-2-0-30.wav,1,children_playing,none
108362-2-0-7.wav,1,children_playing,none
108362-2-0-9.wav,1,children_playing,none
108638-9-0-0.wav,6,street_music,none
108638-9-0-1.wav,6,street_music,none
108638-9-0-2.wav,6,street_music,none
108638-9-0-4.wav,6,street_music,none
108638-9-0-5.wav,6,street_music,none
108638-9-0-6.wav,6,street_music,none
109233-3-0-3.wav,6,dog_bark,none
109233-3-0-4.wav,6,dog_bark,none
109233-3-0-5.wav,6,dog_bark,none
109233-3-0-6.wav,6,dog_bark,none
109263-9-0-34.wav,5,street_music,none
109263-9-0-39.wav,5,street_music,none
109263-9-0-54.wav,5,street_music,none
109263-9-0-61.wav,5,street_music,none
109263-9-0-78.wav,5,street_music,none
109703-2-0-134.wav,2,children_playing,none
109703-2-0-14.wav,2,children_playing,none
109703-2-0-153.wav,2,children_playing,none
109703-2-0-29.wav,2,children_playing,none
109703-2-0-32.wav,2,children_playing,none
109703-2-0-48.wav,2,children_playing,none
109703-2-0-50.wav,2,children_playing,none
109711-3-1-0.wav,4,dog_bark,none
109711-3-2-4.wav,4,dog_bark,none
109711-3-2-6.wav,4,dog_bark,none
110134-3-0-0.wav,8,dog_bark,none
110371-3-0-1.wav,5,dog_bark,none
110371-3-1-0.wav,5,dog_bark,none
110371-3-1-1.wav,5,dog_bark,none
110389-3-0-0.wav,9,dog_bark,none
110621-7-0-0.wav,4,jackhammer,none
110621-7-0-1.wav,4,jackhammer,none
110621-7-0-2.wav,4,jackhammer,none
110621-7-0-3.wav,4,jackhammer,none
110622-6-0-0.wav,3,gun_shot,none
110688-3-0-11.wav,8,dog_bark,none
110688-3-0-17.wav,8,dog_bark,none
110688-3-0-2.wav,8,dog_bark,none
110688-3-0-32.wav,8,dog_bark,none
110868-9-0-11.wav,6,street_music,none
110868-9-0-13.wav,6,street_music,none
110868-9-0-14.wav,6,street_music,none
110868-9-0-15.wav,6,street_music,none
110868-9-0-6.wav,6,street_music,none
110868-9-0-8.wav,6,street_music,none
110918-3-0-1.wav,7,dog_bark,none
110918-3-0-26.wav,7,dog_bark,none
110918-3-0-40.wav,7,dog_bark,none
110918-3-0-9.wav,7,dog_bark,none
111048-6-0-0.wav,6,gun_shot,none
111386-5-0-0.wav,6,engine_idling,none
111386-5-0-1.wav,6,engine_idling,none
111386-5-0-2.wav,6,engine_idling,none
111386-5-0-3.wav,6,engine_idling,none
111386-5-0-4.wav,6,engine_idling,none
111386-5-0-5.wav,6,engine_idling,none
111386-5-0-6.wav,6,engine_idling,none
111386-5-0-7.wav,6,engine_idling,none
111386-5-1-0.wav,6,engine_idling,none
111386-5-1-1.wav,6,engine_idling,none
111386-5-1-10.wav,6,engine_idling,none
111386-5-1-11.wav,6,engine_idling,none
111386-5-1-12.wav,6,engine_idling,none
111386-5-1-13.wav,6,engine_idling,none
111386-5-1-14.wav,6,engine_idling,none
111386-5-1-2.wav,6,engine_idling,none
111386-5-1-3.wav,6,engine_idling,none
111386-5-1-4.wav,6,engine_idling,none
111386-5-1-5.wav,6,engine_idling,none
111386-5-1-6.wav,6,engine_idling,none
111386-5-1-7.wav,6,engine_idling,none
111386-5-1-8.wav,6,engine_idling,none
111386-5-1-9.wav,6,engine_idling,none
111671-8-0-0.wav,5,siren,none
111671-8-0-1.wav,5,siren,none
111671-8-0-10.wav,5,siren,none
111671-8-0-11.wav,5,siren,none
111671-8-0-12.wav,5,siren,none
111671-8-0-13.wav,5,siren,none
